,partial,model_name,spec_id,update_num,lr,aupr,category,n_classes
414,1.0,roberta-base,84,400,3e-05,0.7591322834962939,Deal Protection and Related Provisions,81
415,1.0,roberta-base,85,200,3e-05,0.2780972375163745,Deal Protection and Related Provisions,89
416,1.0,roberta-base,86,200,3e-05,0.41388993893308207,Deal Protection and Related Provisions,58
417,1.0,roberta-base,88,200,3e-05,0.6112579393965363,Deal Protection and Related Provisions,59
418,1.0,roberta-base,89,400,3e-05,0.6062461457465409,Deal Protection and Related Provisions,53
419,1.0,roberta-base,9,400,1e-05,0.3562029712039197,Conditions to Closing,55
420,1.0,roberta-base,90,300,1e-05,0.5200424413250155,Deal Protection and Related Provisions,39
421,1.0,roberta-base,92,300,1e-05,0.4453097107093314,Deal Protection and Related Provisions,43
422,1.0,roberta-base,93,100,1e-05,0.9999999999999997,Deal Protection and Related Provisions,67
423,1.0,roberta-base,94,300,3e-05,0.779752130637745,Deal Protection and Related Provisions,42
424,1.0,roberta-base,95,300,1e-05,0.5916793854293855,Deal Protection and Related Provisions,21
425,1.0,roberta-base,97,100,3e-05,1.0,Deal Protection and Related Provisions,51
426,1.0,roberta-base,99.0,400,1e-05,0.6141442368900069,Deal Protection and Related Provisions,40
427,1.0,roberta-base,99.1,200,3e-05,0.3856323955156247,Deal Protection and Related Provisions,52
428,1.0,roberta-base,99.2,400,1e-05,0.5358135294618549,Deal Protection and Related Provisions,48
429,1.0,roberta-base,99.3,400,1e-05,0.49203971963923143,Deal Protection and Related Provisions,54
430,1.0,roberta-base,99.4,400,3e-05,0.7727891631486404,Deal Protection and Related Provisions,40
431,1.0,roberta-base,99.5,300,1e-05,0.15178571428571427,Deal Protection and Related Provisions,54
