,model_name,partial,spec_id,lr,update_num,aupr,category
523,roberta-base,0.5,48.4,1e-05,200,0.6762986422187635,Material Adverse Effect
524,roberta-base,0.5,49,3e-05,200,0.5836760461760462,Material Adverse Effect
525,roberta-base,0.5,50,1e-05,100,0.7276067153488549,Material Adverse Effect
526,roberta-base,0.5,51,1e-05,200,0.7363989787237659,Material Adverse Effect
527,roberta-base,0.5,52,1e-05,400,0.2736061632937358,Material Adverse Effect
528,roberta-base,0.5,53,1e-05,100,0.21080932955932954,Material Adverse Effect
529,roberta-base,0.5,54,1e-05,200,0.3581881081881082,Material Adverse Effect
530,roberta-base,0.5,55,1e-05,100,0.6039746055831666,Material Adverse Effect
531,roberta-base,0.5,57,3e-05,200,0.42509296259296253,Material Adverse Effect
532,roberta-base,0.5,58,3e-05,400,0.3821623002601264,Material Adverse Effect
533,roberta-base,0.5,59,1e-05,300,0.5995309670868153,Material Adverse Effect
534,roberta-base,0.5,6,3e-05,400,0.9186498339671253,Conditions to Closing
535,roberta-base,0.5,60,3e-05,100,0.6384356384356384,Material Adverse Effect
536,roberta-base,0.5,61.0,1e-05,200,0.7369773063174577,Material Adverse Effect
537,roberta-base,0.5,61.1,3e-05,300,0.6465981608403211,Material Adverse Effect
538,roberta-base,0.5,61.2,1e-05,200,0.5223989061144944,Material Adverse Effect
539,roberta-base,0.5,61.3,0.0001,400,0.41432488267890505,Material Adverse Effect
540,roberta-base,0.5,61.4,3e-05,400,0.4774126330534034,Material Adverse Effect
541,roberta-base,0.5,61.5,1e-05,300,0.49722222222222223,Material Adverse Effect
542,roberta-base,0.5,61.6,1e-05,400,0.5248593708005703,Material Adverse Effect
543,roberta-base,0.5,62,3e-05,400,0.38872493768554434,Material Adverse Effect
544,roberta-base,0.5,66,1e-05,100,0.9195335796848073,Knowledge
545,roberta-base,0.5,67,1e-05,100,0.8108465608465608,Knowledge
546,roberta-base,0.5,68,0.0001,100,0.9642857142857143,Knowledge
547,roberta-base,0.5,7,1e-05,400,0.24870950436402134,Conditions to Closing
548,roberta-base,0.5,70,0.0001,400,0.3676984126984127,Deal Protection and Related Provisions
549,roberta-base,0.5,72,3e-05,100,0.6668951482322045,Deal Protection and Related Provisions
550,roberta-base,0.5,74,1e-05,400,0.8375091748475599,Deal Protection and Related Provisions
551,roberta-base,0.5,75,3e-05,200,1.0,Deal Protection and Related Provisions
552,roberta-base,0.5,77,1e-05,100,0.4755449907133344,Deal Protection and Related Provisions
553,roberta-base,0.5,78,3e-05,300,0.8393390945474279,Deal Protection and Related Provisions
554,roberta-base,0.5,8,3e-05,400,0.18157498541220007,Conditions to Closing
555,roberta-base,0.5,80,1e-05,400,0.6356275289858032,Deal Protection and Related Provisions
556,roberta-base,0.5,81,1e-05,400,0.8114197530864197,Deal Protection and Related Provisions
557,roberta-base,0.5,82,1e-05,400,0.8209121535743029,Deal Protection and Related Provisions
558,roberta-base,0.5,84,3e-05,400,0.7064996342093719,Deal Protection and Related Provisions
559,roberta-base,0.5,85,3e-05,100,0.1937351768461602,Deal Protection and Related Provisions
560,roberta-base,0.5,86,0.0001,100,0.2917936851440688,Deal Protection and Related Provisions
561,roberta-base,0.5,88,1e-05,400,0.7057664285259542,Deal Protection and Related Provisions
562,roberta-base,0.5,89,3e-05,200,0.4964305537672423,Deal Protection and Related Provisions
563,roberta-base,0.5,9,3e-05,200,0.3290809856482479,Conditions to Closing
564,roberta-base,0.5,90,3e-05,200,0.555018011946869,Deal Protection and Related Provisions
565,roberta-base,0.5,92,3e-05,400,0.43642582026958626,Deal Protection and Related Provisions
566,roberta-base,0.5,93,1e-05,100,0.9999999999999997,Deal Protection and Related Provisions
567,roberta-base,0.5,94,3e-05,400,0.6997314201416426,Deal Protection and Related Provisions
568,roberta-base,0.5,95,1e-05,400,0.4688492063492064,Deal Protection and Related Provisions
569,roberta-base,0.5,97,0.0001,100,1.0,Deal Protection and Related Provisions
570,roberta-base,0.5,99.0,1e-05,400,0.5283829201929421,Deal Protection and Related Provisions
571,roberta-base,0.5,99.1,1e-05,100,0.6348256475825925,Deal Protection and Related Provisions
572,roberta-base,0.5,99.2,3e-05,400,0.4220084235018488,Deal Protection and Related Provisions
573,roberta-base,0.5,99.3,1e-05,100,0.3514137219460949,Deal Protection and Related Provisions
574,roberta-base,0.5,99.4,3e-05,300,0.5028599694912534,Deal Protection and Related Provisions
575,roberta-base,0.5,99.5,0.0001,400,0.23348440545808966,Deal Protection and Related Provisions
